state,year,parliamentry_consituency,consituency_type,cand_name,cand_gender,party_name,Total_Votes_Polled,electors
Andaman & Nicobar Islands,1977,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,indian_national_congress,35400,85308
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,Ramesh Mazumdar,Male,Independent,109,96084
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,Kannu Chemy,Male,independents,405,96084
Andaman & Nicobar Islands,1980,BELGAUM,GEN,K.N. Raju,Male,independents,470,96084
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,Karpu Swamy,Male,independents,1123,96084
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,K. Kanda Swamy,Male,independents,15856,96084
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,P.K.S. Prasad,Male,communist_party_of_india_(marxist),16014,96084
Andaman & Nicobar Islands,1980,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,Independent,42046,96084
Andaman & Nicobar Islands,1984,ANDAMAN & NICOBAR ISLANDS,GEN,Kandaswamy,Male,independent,505,115565
Andaman & Nicobar Islands,1984,ANDAMAN & NICOBAR ISLANDS,GEN,Mahananda Biswas,Male,independent,780,115565
Andaman & Nicobar Islands,1984,ANDAMAN & NICOBAR ISLANDS,GEN,A.A.J.Hazra,Male,independent,1695,115565
Andaman & Nicobar Islands,1984,ANDAMAN & NICOBAR ISLANDS,GEN,K.Kandaswamy,Male,lok_dal,27883,115565
Andaman & Nicobar Islands,1984,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,indian_national_congress,47019,115565
Andaman & Nicobar Islands,1989,ANDAMAN & NICOBAR ISLANDS,GEN,Zubaida Cheku,Female,independent,553,160940
Andaman & Nicobar Islands,1989,ANDAMAN & NICOBAR ISLANDS,GEN,Robert R.,Male,independent,806,160940
Andaman & Nicobar Islands,1989,ANDAMAN & NICOBAR ISLANDS,GEN,Kandaswamy K.,Male,indian_congress_(socialist-_sarat_chandra_sinha),19172,160940
Andaman & Nicobar Islands,1989,ANDAMAN & NICOBAR ISLANDS,GEN,Tapan Bepari,Male,communist_party_of_india_(marxist),34469,160940
Andaman & Nicobar Islands,1989,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,indian_national_congress,53383,160940
Andaman & Nicobar Islands,1991,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,independent,454,169120
Andaman & Nicobar Islands,1991,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bharatiya_janata_party,5208,169120
Andaman & Nicobar Islands,1991,ANDAMAN & NICOBAR ISLANDS,GEN,Tapan Bepari,Male,communist_party_of_india_(marxist),47374,169120
Andaman & Nicobar Islands,1991,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,indian_national_congress,54075,169120
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,independent,188,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Satyanarayana Rao S,Male,independent,448,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Kalimuthu,Male,independent,511,211226
Andaman & Nicobar Islands,1996,BELGAUM,GEN,Mohan N B,Male,janata_party,527,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Mathews P A,Male,independent,544,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Vinod Kumar Gupta,Male,independent,707,211226
Uttar Pradesh,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Sundaram S N,Male,independent,927,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Tapan Kumar Bepari,Male,communist_party_of_india_(marxist),18363,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bharatiya_janata_party,31097,211226
Andaman & Nicobar Islands,1996,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,indian_national_congress,74642,211226
Andaman & Nicobar Islands,1998,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,independent,182,232013
Andaman & Nicobar Islands,1998,ANDAMAN & NICOBAR ISLANDS,GEN,Tapan Kumar Bepari,Male,communist_party_of_india_(marxist),8272,232013
Andaman & Nicobar Islands,1998,ANDAMAN & NICOBAR ISLANDS,GEN,Kuldeep Rai Sharma,Male,indian_congress_(socialist),29687,232013
Andaman & Nicobar Islands,1998,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bharatiya_janata_party,51821,232013
Andaman & Nicobar Islands,1999,ANDAMAN & NICOBAR ISLANDS,GEN,Kali Muthu Dhevar K,Male,independent,136,247384
Andaman & Nicobar Islands,1999,ANDAMAN & NICOBAR ISLANDS,GEN,Uma Bharathi,Female,nationalist_congress_party,1015,247384
Andaman & Nicobar Islands,1999,ANDAMAN & NICOBAR ISLANDS,GEN,Agapil Kujur,Male,independent,4805,247384
Andaman & Nicobar Islands,1999,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,Independent,62944,247384
Andaman & Nicobar Islands,1999,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bharatiya_janata_party,76891,247384
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,K Perumal,Male,swd,298,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,K Kalimuthu,Male,ind,387,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,ind,523,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,ind,543,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Dr Shanmugam,Male,ljnsp,691,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,A K Biswas,Male,bsp,1122,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Deepak Biswas,Male,ind,1186,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,N K P Nair,Male,cpi(ml)(l),1448,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,R S Uma Bharathy,Female,ncp,2364,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Tapan Kumar Bepari,Male,cpm,4175,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bjp,55294,241645
Andaman & Nicobar Islands,2004,ANDAMAN & NICOBAR ISLANDS,GEN,Manoranjan Bhakta,Male,inc,85794,241645
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. T. Ali,Male,independent,398,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Dr. Thankachan,Male,independent,683,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. N. K. P. Nair,Male,communist_party_of_india_(marxist-leninist)_(liberation),734,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. M. S. Mohan,Male,bahujan_samaj_party,789,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. Vakiath Valappil Khalid,Male,independent,1480,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Unknown,Male,jharkhand_disom_party,1785,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Smti. R. S. Uma Bharatthy,Female,nationalist_congress_party,4696,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. P. R. Ganeshan,Male,rashtriya_janata_dal,4916,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri Tapan Kumar Bepari,Male,communist_party_of_india_(marxist),7190,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. Kuldeep Rai Sharma,Male,indian_national_congress,72221,265110
Andaman & Nicobar Islands,2009,ANDAMAN & NICOBAR ISLANDS,GEN,Shri. Bishnu Pada Ray,Male,Independent,75211,265110
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,A Pandian,Male,aifb,225,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,N Kannan,Male,ind,314,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,Raghubir Singh,Male,sp,379,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,N K P Nair,Male,cpi(ml)(l),436,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,Gour Chandra Majumder,Male,bsp,1139,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,R.S.Uma Bharatthy,Female,ncp,1151,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,K.G.Das,Male,cpm,1777,269360
Uttar Pradesh,2014,ANDAMAN & NICOBAR ISLANDS,GEN,Anita Mondal,Female,aitc,2283,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,Kuldeep Rai Sharma,Male,inc,83157,269360
Andaman & Nicobar Islands,2014,ANDAMAN & NICOBAR ISLANDS,GEN,Bishnu Pada Ray,Male,bjp,90969,269360
Andhra Pradesh,1977,SRIKAKULAM,GEN,Bompalli Ramanna,Male,independents,15435,585062
Andhra Pradesh,1977,SRIKAKULAM,GEN,Gouthu Latchanna,Male,Independent,178391,585062
Andhra Pradesh,1977,SRIKAKULAM,GEN,Rajgopalarao Boddepalli,Male,Independent,187125,585062
Andhra Pradesh,1977,PARVATHIPURAM,ST,Satya Prasad Thatraj Veeravara Thodarmal,Male,bharatiya_lok_dal,142710,655999
Andhra Pradesh,1977,PARVATHIPURAM,GEN,Vyrichorla Kishore Chandra Suryanarayana Deo,Male,indian_national_congress,174454,655999
Andhra Pradesh,1977,BOBBILI,GEN,Appalanaidu Gottapu,Male,independents,2497,635653
Andhra Pradesh,1977,BOBBILI,GEN,Ramulu Botsa,Male,independents,7386,635653
Andhra Pradesh,1977,BOBBILI,GEN,Apparao Gudivada,Male,independents,9126,635653
Andhra Pradesh,1977,BOBBILI,GEN,Penta Ramaswamy,Male,independents,15911,635653
Andhra Pradesh,1977,BOBBILI,GEN,Peesapati Pundarikaksha Chari,Male,bharatiya_lok_dal,119507,635653
Andhra Pradesh,1977,BOBBILI,GEN,Pusapati Vijayrama Gajapathi Raju,Male,indian_national_congress,171095,635653
Andhra Pradesh,1977,VISAKHAPATNAM,GEN,Surendranath Kandala,Male,independents,2528,626272
Andhra Pradesh,1977,VISAKHAPATNAM,GEN,M. V. Bhadram,Male,communist_party_of_india,33564,626272
Andhra Pradesh,1977,VISAKHAPATNAM,GEN,Tenneti Viswanathan,Male,bharatiya_lok_dal,128828,626272
Andhra Pradesh,1977,VISAKHAPATNAM,GEN,Dronamraju Satyanarayana,Male,indian_national_congress,171657,626272
Andhra Pradesh,1977,BHADRACHALAM,ST,Tellam Sundara Rao,Male,independents,2139,598925
Andhra Pradesh,1977,BELGAUM,ST,Suraboina Suvarna Kumar,Male,independents,10528,598925
Andhra Pradesh,1977,BHADRACHALAM,ST,Sode Ramaiah,Male,communist_party_of_india,27966,598925
Andhra Pradesh,1977,BHADRACHALAM,ST,P. Vani Ramanarao,Female,bharatiya_lok_dal,59230,598925
Andhra Pradesh,1977,BHADRACHALAM,ST,Radha Bai Ananda Rao,Female,indian_national_congress,155198,598925
Andhra Pradesh,1977,ANAKAPALLI,GEN,Bonu Lakshmanarao,Male,independents,4359,708066
Andhra Pradesh,1977,ANAKAPALLI,GEN,Appalanaidu S. R. A. S.,Male,indian_national_congress,199228,708066
Andhra Pradesh,1977,KAKINADA,GEN,Chintapalli Apparao,Male,Independent,3170,656501
Andhra Pradesh,1977,KAKINADA,GEN,Dadala Ramanayya,Male,independents,5557,656501
Andhra Pradesh,1977,KAKINADA,GEN,Chinta Subbarao,Male,independents,11151,656501
Andhra Pradesh,1977,KAKINADA,GEN,Vaddi Mutyalarao,Male,bharatiya_lok_dal,145749,656501
Andhra Pradesh,1977,KAKINADA,GEN,Sanjeevirao M. S.,Male,indian_national_congress,269017,656501
Andhra Pradesh,1977,RAJAHMUNDRY,GEN,Dadala Ramanayya,Male,independents,1761,707836
Andhra Pradesh,1977,RAJAHMUNDRY,GEN,Vemavarapu Samuel,Male,Independent,2833,707836
Andhra Pradesh,1977,RAJAHMUNDRY,GEN,Padmaraju Varrey,Male,independents,6157,707836
Andhra Pradesh,1977,RAJAHMUNDRY,GEN,Manthena Venkata Surya Subbaraju,Male,bharatiya_lok_dal,175564,707836
Andhra Pradesh,1977,RAJAHMUNDRY,GEN,Pattabhirama Rao S. B. P.,Male,indian_national_congress,292323,707836
Andhra Pradesh,1977,AMALAPURAM,SC,Mohanarao Kanety,Male,independents,12534,639473
Andhra Pradesh,1977,AMALAPURAM,SC,Unknown,Male,bharatiya_lok_dal,135993,639473
Andhra Pradesh,1977,AMALAPURAM,SC,Kusuma Krishna Murty,Male,indian_national_congress,271982,639473
Andhra Pradesh,1977,BELGAUM,GEN,Vedantam Venkata Subba Rao,Male,Independent,2344,670999
Andhra Pradesh,1977,NARASAPUR,GEN,Unknown,Male,independents,2401,670999
Andhra Pradesh,1977,NARASAPUR,GEN,Ganta Arunakumar,Male,republician_party_of_india_(khobragade),15189,670999
Andhra Pradesh,1977,NARASAPUR,GEN,Satyanarayana Vanka,Male,communist_party_of_india,42358,670999
Andhra Pradesh,1977,NARASAPUR,GEN,Uddaraju Ramam,Male,communist_party_of_india_(marxist),142162,670999
Andhra Pradesh,1977,ELURU,GEN,Banda Surya Narayana,Male,independents,1507,669778
Andhra Pradesh,1977,ELURU,GEN,Kommareddy Suryanarayana,Male,indian_national_congress,290410,669778
Andhra Pradesh,1977,MACHILIPATNAM,GEN,Kakarla Babu Rao,Male,independents,8615,642258
Andhra Pradesh,1977,MACHILIPATNAM,GEN,Vadde Sobhanadreswara Rao,Male,bharatiya_lok_dal,185622,642258
Andhra Pradesh,1977,MACHILIPATNAM,GEN,Ankineedu Maganti,Male,indian_national_congress,262551,642258
Andhra Pradesh,1977,VIJAYAWADA,GEN,Christu Bhagwandas Netela,Male,independents,977,646465
Andhra Pradesh,1977,BELGAUM,GEN,Krovvidy Suryaprakasarao,Male,independents,3394,646465
Andhra Pradesh,1977,VIJAYAWADA,GEN,Nanduri Prasada Rao,Male,communist_party_of_india_(marxist),37583,646465
Andhra Pradesh,1977,VIJAYAWADA,GEN,Desari Nagabhushana Rao,Male,communist_party_of_india,52786,646465
Andhra Pradesh,1977,VIJAYAWADA,GEN,Gottipati Murali Mohan,Male,bharatiya_lok_dal,119696,646465
Andhra Pradesh,1977,VIJAYAWADA,GEN,Godey Murahari,Male,indian_national_congress,239733,646465
Andhra Pradesh,1977,TENALI,GEN,K. R. Sarma Alias Kuchibhatala Ramalingeswara Sarma,Male,independents,2121,659608
Andhra Pradesh,1977,TENALI,GEN,Avula Sambasiva Rao,Male,independents,5005,659608
Uttar Pradesh,1977,TENALI,GEN,Gunturu Bapanaiah,Male,communist_party_of_india_(marxist),187191,659608
Andhra Pradesh,1977,TENALI,GEN,Meduri Nageswara Rao,Male,indian_national_congress,244928,659608
Andhra Pradesh,1977,GUNTUR,GEN,Babu Rajendra Prasad Pulla,Male,independents,1392,790342
Andhra Pradesh,1977,GUNTUR,GEN,Pandaraboina Sambasiva Rao Yadav,Male,independents,2072,790342
Andhra Pradesh,1977,GUNTUR,GEN,Desu Anjaneyulu,Male,independents,3205,790342
Andhra Pradesh,1977,GUNTUR,GEN,Balabhadradrapathruni Srinadha Rao,Male,independents,3622,790342
Andhra Pradesh,1977,GUNTUR,GEN,Kasaraneini Sadasiva Rao,Male,bharatiya_lok_dal,205385,790342
Andhra Pradesh,1977,GUNTUR,GEN,Kotha Raghuramaiah,Male,indian_national_congress,290914,790342
Andhra Pradesh,1977,BAPATLA,GEN,Unknown,Male,independents,6791,688651
Andhra Pradesh,1977,BELGAUM,GEN,Jagarlamudi Chandramouli,Male,bharatiya_lok_dal,210492,688651
Andhra Pradesh,1977,BAPATLA,GEN,Ankineedu Prasada Rao Pamulapati,Male,indian_national_congress,253438,688651
Andhra Pradesh,1977,NARASARAOPET,GEN,Yakub Baig,Male,independents,6413,750248
Andhra Pradesh,1977,NARASARAOPET,GEN,Brahmananda Reddy Kasu,Male,indian_national_congress,246146,750248
Uttar Pradesh,1977,ONGOLE,GEN,Gujjala Yallamanda Reddy,Male,communist_party_of_india,35551,741462
Andhra Pradesh,1977,ONGOLE,GEN,Muppavarapu Venkaiah Alias Venkaiah Naidu,Male,bharatiya_lok_dal,162881,741462
Andhra Pradesh,1977,ONGOLE,GEN,Puli Venkata Reddy,Male,indian_national_congress,252206,741462
Andhra Pradesh,1977,NELLORE,SC,Indurupalli Ramanaih,Male,Independent,9942,752778
Andhra Pradesh,1977,NELLORE,SC,Prappancha Bhanuraju Thummalagunta,Male,communist_party_of_india_(marxist),129404,752778
Andhra Pradesh,1977,NELLORE,SC,Unknown,Male,indian_national_congress,272184,752778
Uttar Pradesh,1977,TIRUPATHI,SC,Balakrishnaiah Tambura,Male,indian_national_congress,240394,696337
Andhra Pradesh,1977,CHITTOOR,GEN,P. M. Errappa Naidu,Male,Independent,2942,699218
Andhra Pradesh,1977,CHITTOOR,GEN,Yellarubylu Rami Reddy,Male,independents,7706,699218
Andhra Pradesh,1977,CHITTOOR,GEN,N. P. Changalraya Naidu,Male,bharatiya_lok_dal,218805,699218
Andhra Pradesh,1977,CHITTOOR,GEN,P. Rajagopal Naidu,Male,indian_national_congress,229252,699218
Andhra Pradesh,1977,RAJAMPET,GEN,Devalappalli Venkata Subbareddy,Male,independents,5272,666802
Uttar Pradesh,1977,RAJAMPET,GEN,Sangaraju Seshagiri Rao,Male,independents,10034,666802
Andhra Pradesh,1977,RAJAMPET,GEN,P. Thimma Reddy,Male,bharatiya_lok_dal,179293,666802
Andhra Pradesh,1977,RAJAMPET,GEN,Pothuraju Parthasarathi,Male,indian_national_congress,233844,666802
Andhra Pradesh,1977,CUDDAPAH,GEN,Polanki Venkata Subbaiah,Male,independents,2827,698750
Andhra Pradesh,1977,CUDDAPAH,GEN,Unknown,Male,communist_party_of_india,15794,698750
Andhra Pradesh,1977,CUDDAPAH,GEN,Vutukuru Rami Reddy,Male,bharatiya_lok_dal,224789,698750
Andhra Pradesh,1977,CUDDAPAH,GEN,Kandala Obul Reddy,Male,indian_national_congress,232351,698750
Andhra Pradesh,1977,HINDUPUR,GEN,A. Venkata Narayana Reddy,Male,independents,1014,650347
Andhra Pradesh,1977,HINDUPUR,GEN,P. Narayana,Male,independents,5153,650347
Andhra Pradesh,1977,HINDUPUR,GEN,K. Ramachandra Reddy,Male,bharatiya_lok_dal,146764,650347
Andhra Pradesh,1977,HINDUPUR,GEN,P. Bayapa Reddy,Male,indian_national_congress,236797,650347
Andhra Pradesh,1977,ANANTAPUR,GEN,D. Narayanaswamy,Male,bharatiya_lok_dal,173071,640440
Andhra Pradesh,1977,ANANTAPUR,GEN,Darur Pullaiah,Male,indian_national_congress,215279,640440
Andhra Pradesh,1977,KURNOOL,GEN,N. Issac,Male,independents,2355,722409
Andhra Pradesh,1977,KURNOOL,GEN,Seshaiah,Male,independents,13221,722409
Andhra Pradesh,1977,KURNOOL,GEN,Somappa,Male,bharatiya_lok_dal,71385,722409
Andhra Pradesh,1977,KURNOOL,GEN,K. Vijaya Bhaskara Reddy,Male,indian_national_congress,270741,722409
Andhra Pradesh,1977,NANDYAL,GEN,Lakka Devanandam,Male,independents,4774,675340
Andhra Pradesh,1977,NANDYAL,GEN,Pendakanti Venkata Subbaiah,Male,indian_national_congress,222404,675340
Andhra Pradesh,1977,NANDYAL,GEN,Neelam Sanjeeva Reddy,Male,bharatiya_lok_dal,258147,675340
Andhra Pradesh,1977,NAGARKURNOOL,SC,Puttapaga Padhakrishna,Male,bharatiya_lok_dal,115625,643692
Andhra Pradesh,1977,BELGAUM,SC,Mailala Bheeshma Dev,Male,indian_national_congress,238388,643692
Andhra Pradesh,1977,MAHABUBNAGAR,GEN,M. Sudarshan Reddy,Male,independents,5276,698700
Andhra Pradesh,1977,MAHABUBNAGAR,GEN,J. Rameshwara Rao,Male,indian_national_congress,216455,698700
Andhra Pradesh,1977,HYDERABAD,GEN,Gummakonda Srinivasa Reddy,Male,independents,2424,586201
Andhra Pradesh,1977,HYDERABAD,GEN,Raja Ram Shastry,Male,akhil_bharati_ramrajya_parishad,3138,586201
Andhra Pradesh,1977,HYDERABAD,GEN,Mir Ahmed Ali Khan,Male,bharatiya_lok_dal,86689,586201
Andhra Pradesh,1977,SECUNDERABAD,GEN,B. G. Keskar,Male,akhil_bharat_hindu_mahasabha,664,615045
Andhra Pradesh,1977,SECUNDERABAD,GEN,M. Sojee,Male,independents,1413,615045
Andhra Pradesh,1977,SECUNDERABAD,GEN,K. Joseph Reddy,Male,independents,3287,615045
Uttar Pradesh,1977,SECUNDERABAD,GEN,M. M. Hashim,Male,indian_national_congress,160230,615045
Andhra Pradesh,1977,SIDDIPET,SC,T.N. Sadalakshmi,Female,bharatiya_lok_dal,129507,616118
Andhra Pradesh,1977,MEDAK,GEN,Siripuram Lakshmikantha Rao,Male,independents,637,635388
Andhra Pradesh,1977,MEDAK,GEN,Radhey Shyam,Male,independents,5532,635388
Andhra Pradesh,1977,MEDAK,GEN,Shankeraiah,Male,independents,11630,635388
Andhra Pradesh,1977,MEDAK,GEN,Narasimba Reddy,Male,bharatiya_lok_dal,96303,635388
Andhra Pradesh,1977,MEDAK,GEN,Mallikarjun,Male,indian_national_congress,239813,635388
Andhra Pradesh,1977,BELGAUM,GEN,B. Rama Krishna Rao,Male,independents,5788,568014
Andhra Pradesh,1977,NIZAMABAD,GEN,Samala Vithal Reddy,Male,independents,6051,568014
Andhra Pradesh,1977,NIZAMABAD,GEN,Gangareddy,Male,bharatiya_lok_dal,92898,568014
Andhra Pradesh,1977,NIZAMABAD,GEN,Mudaganti Ram Gopal Reddy,Male,indian_national_congress,252291,568014
Andhra Pradesh,1977,ADILABAD,GEN,Thakur Mukteshwar Singh,Male,independents,27652,548091
Andhra Pradesh,1977,BELGAUM,GEN,G. Narsimha Reddy,Male,indian_national_congress,167410,548091
Andhra Pradesh,1977,PEDDAPALLI,SC,G. Venkataiah,Male,independents,2990,638114
Andhra Pradesh,1977,PEDDAPALLI,SC,Ande Bhanumurthy,Male,independents,3581,638114
Andhra Pradesh,1977,PEDDAPALLI,SC,Bangaru Lakshman,Male,bharatiya_lok_dal,104110,638114
Andhra Pradesh,1977,PEDDAPALLI,SC,V. Tulsiram,Male,indian_national_congress,209187,638114
Andhra Pradesh,1977,KARIMNAGAR,GEN,Aleti Raja Prabhakar Reddy,Male,independents,6827,650519
Andhra Pradesh,1977,KARIMNAGAR,GEN,Juvvadi Gautma Rao,Male,bharatiya_lok_dal,96301,650519
Andhra Pradesh,1977,KARIMNAGAR,GEN,M. Satyanarayan Rao,Male,indian_national_congress,210349,650519
Andhra Pradesh,1977,BELGAUM,GEN,Chakkilla Satyanarayana,Male,independents,4881,615143
Andhra Pradesh,1977,HANAMKONDA,GEN,P. Janardhan Reddy,Male,bharatiya_lok_dal,153910,615143
Andhra Pradesh,1977,HANAMKONDA,GEN,P. V. Narsimha Rao,Male,indian_national_congress,231593,615143
Andhra Pradesh,1977,WARANGAL,GEN,Prabhakar Rao,Male,independents,3787,581239
Andhra Pradesh,1977,WARANGAL,GEN,S. B. Giri,Male,indian_national_congress,251211,581239
Andhra Pradesh,1977,KHAMMAM,GEN,K. I. Vidya Sagar,Male,independents,2868,596499
Andhra Pradesh,1977,KHAMMAM,GEN,Nallamala Prasada Rao,Male,communist_party_of_india,72530,596499
Andhra Pradesh,1977,KHAMMAM,GEN,Yalamanchili Radha Krushna Murthy,Male,communist_party_of_india_(marxist),122628,596499
Andhra Pradesh,1977,KHAMMAM,GEN,Jalagam Kondala Rao,Male,indian_national_congress,208617,596499
Andhra Pradesh,1977,NALGONDA,GEN,Dharma Bhiksham Bommagani,Male,communist_party_of_india,80632,631059
Andhra Pradesh,1977,NALGONDA,GEN,Marepalli Jagan Mohan Reddy,Male,bharatiya_lok_dal,101858,631059
Uttar Pradesh,1977,NALGONDA,GEN,Mohd. Abdul Lateef,Male,indian_national_congress,208892,631059
Andhra Pradesh,1977,MIRYALGUDA,GEN,Mogili Pullaiah,Male,independents,14156,667777
Andhra Pradesh,1977,MIRYALGUDA,GEN,Katkuri Ramachandra Reddy,Male,communist_party_of_india,40808,667777
Andhra Pradesh,1977,MIRYALGUDA,GEN,Bhimireddi Narasimha Reddy,Male,communist_party_of_india_(marxist),167751,667777
Andhra Pradesh,1977,MIRYALGUDA,GEN,G. S. Reddy,Male,indian_national_congress,217430,667777
Andhra Pradesh,1977,SRIKAKULAM,GEN,Venkataramana Chodi Pilli,Male,independents,3242,647603
Andhra Pradesh,1980,SRIKAKULAM,GEN,Majji Sriramulu,Male,independents,12619,647603
Andhra Pradesh,1980,SRIKAKULAM,GEN,Majji Narayana Rao,Male,janta_party,43205,647603
Andhra Pradesh,1980,SRIKAKULAM,GEN,Gouthu Latchanna,Male,janta_party_(secular),118347,647603
Andhra Pradesh,1980,SRIKAKULAM,GEN,Rajagopalarao Boddepalli,Male,indian_natioanl_congress_(i),197336,647603
Andhra Pradesh,1980,PARVATHIPURAM,ST,Narsimha Rao Viswasrai,Male,Independent,158379,619702
Andhra Pradesh,1980,PARVATHIPURAM,ST,K.C.Suryanarayana Deo Vyricherla,Male,indian_national_congress_(u),173179,619702
Andhra Pradesh,1980,BOBBILI,GEN,Apparao Gudivada,Male,independents,4320,651967
Andhra Pradesh,1980,BOBBILI,GEN,Ramabhadraraju Pakalapati,Male,independents,6051,651967
Andhra Pradesh,1980,BOBBILI,GEN,Gottapu Appalanaidu,Male,independents,8431,651967
Andhra Pradesh,1980,BOBBILI,GEN,Yalla Sesibhushana Rao,Male,janta_party_(secular),35021,651967
Andhra Pradesh,1980,BOBBILI,GEN,Unknown,Male,Independent,51037,651967
Andhra Pradesh,1980,BOBBILI,GEN,P.V.Gajapathi Raju,Male,indian_natioanl_congress_(i),189163,651967
Andhra Pradesh,1980,VISAKHAPATNAM,GEN,Bonu Lakshamana Rao,Male,independents,14438,723703
Andhra Pradesh,1980,VISAKHAPATNAM,GEN,Nidadavolu Ramakrishna Raju,Male,independents,16072,723703
Andhra Pradesh,1980,VISAKHAPATNAM,GEN,Bhattam Srirama Murthy,Male,indian_national_congress_(u),171946,723703
Andhra Pradesh,1980,VISAKHAPATNAM,GEN,Appalaswamy Kommuru,Male,indian_natioanl_congress_(i),206581,723703
Andhra Pradesh,1980,BHADRACHALAM,ST,Alam Lakshmaiah,Male,independents,5732,669348
Andhra Pradesh,1980,BHADRACHALAM,ST,K.P.Shanti Raju,Male,independents,7212,669348
Andhra Pradesh,1980,BHADRACHALAM,ST,Karam Bappanna Dora,Male,independents,10090,669348
