state,year,parliamentry_consituency,consituency_type,cand_name,cand_gender,party_name,Total_Votes_Polled,electors
Bihar,1980,VAISHALI,GEN,Kishroi Sinha,Female,janta_party,121655,746901
Bihar,1980,MUZAFFARPUR,GEN,Shiv Shankar Rajak,Male,Independent,132,761283
Bihar,1980,BELGAUM,GEN,Subodh Kumar Sahu,Male,independents,199,761283
Bihar,1980,BELGAUM,GEN,Vinda Singh,Male,independents,237,761283
Bihar,1980,MUZAFFARPUR,GEN,Rahim Khan,Male,independents,431,761283
Bihar,1980,MUZAFFARPUR,GEN,Mathura Prasad,Male,independents,484,761283
Bihar,1980,MUZAFFARPUR,GEN,Lakhan Mahto,Male,independents,513,761283
Uttar Pradesh,1980,BELGAUM,GEN,Ganga Prasad Sahni,Male,independents,643,761283
Bihar,1980,MUZAFFARPUR,GEN,Mohd. Israel,Male,independents,649,761283
Bihar,1980,MUZAFFARPUR,GEN,Tapeshwar Rai,Male,independents,884,761283
Bihar,1980,MUZAFFARPUR,GEN,Jitendra Prasad Harsh,Male,independents,1021,761283
Bihar,1980,MUZAFFARPUR,GEN,Ram Lal Mishra,Male,independents,1528,761283
Bihar,1980,MUZAFFARPUR,GEN,Bachhulal Azad,Male,independents,2175,761283
Bihar,1980,MUZAFFARPUR,GEN,Bhola Chaudhary,Male,independents,2666,761283
Bihar,1980,MUZAFFARPUR,GEN,Daroga Prasad,Male,independents,6375,761283
Bihar,1980,MUZAFFARPUR,GEN,Rajni Ranjan Prasad Sah,Male,indian_natioanl_congress_(i),66744,761283
Bihar,1980,MUZAFFARPUR,GEN,Digvijay Narain Singh,Male,janta_party,172401,761283
Bihar,1980,MUZAFFARPUR,GEN,George Farnandes,Male,janta_party_(secular),195510,761283
Uttar Pradesh,1980,SITAMARHI,GEN,Ram Kishore,Male,independents,719,814886
Bihar,1980,SITAMARHI,GEN,Mustupa Khan,Male,independents,768,814886
Bihar,1980,SITAMARHI,GEN,Unknown,Male,independents,1295,814886
Bihar,1980,SITAMARHI,GEN,Fulgen Sahani,Male,independents,1780,814886
Bihar,1980,SITAMARHI,GEN,Abdul Mannan,Male,independents,2162,814886
Bihar,1980,SITAMARHI,GEN,Kaviraj Gulab Jha,Male,independents,12311,814886
Bihar,1980,SITAMARHI,GEN,Shyam Sunder Dass,Male,janta_party,50474,814886
Bihar,1980,SITAMARHI,GEN,Shashi Shekhareshwar Pd. Narain Singh,Male,indian_natioanl_congress_(i),180996,814886
Bihar,1980,SITAMARHI,GEN,Baliram Bhagat,Male,indian_national_congress_(u),213245,814886
Bihar,1980,SHEOHAR,GEN,Bilat Bandhu,Male,independents,1936,790288
Bihar,1980,SHEOHAR,GEN,Surendra Choudhary,Male,all_india_forward_block,2268,790288
Bihar,1980,SHEOHAR,GEN,Raj Nandan Sah,Male,Independent,4361,790288
Bihar,1980,SHEOHAR,GEN,Jildar Ram,Male,independents,4908,790288
Bihar,1980,SHEOHAR,GEN,Janak Dhari Sah,Male,independents,7194,790288
Bihar,1980,SHEOHAR,GEN,Thakur Prabhakar,Male,janta_party,97529,790288
Bihar,1980,SHEOHAR,GEN,Hari Kishore Singh,Male,indian_national_congress_(u),122796,790288
Bihar,1980,SHEOHAR,GEN,Ram Dulari Singh,Female,indian_natioanl_congress_(i),174188,790288
Bihar,1980,MADHUBANI,GEN,Anirudh Singh,Male,independents,722,774006
Bihar,1980,MADHUBANI,GEN,Kedar Nath Lal,Male,independents,1219,774006
Bihar,1980,MADHUBANI,GEN,Lakshmi Narayan Yadav,Male,independents,4571,774006
Bihar,1980,MADHUBANI,GEN,Mahadev Sahni,Male,independents,7326,774006
Bihar,1980,MADHUBANI,GEN,Unknown,Male,janta_party,86539,774006
Bihar,1980,MADHUBANI,GEN,Bhogendra Jha,Male,communist_party_of_india,182204,774006
Bihar,1980,MADHUBANI,GEN,Unknown,Male,indian_natioanl_congress_(i),185427,774006
Bihar,1980,JHANJHARPUR,GEN,Brajnandan,Male,independents,630,700394
Bihar,1980,JHANJHARPUR,GEN,Ram Vilash Sahani,Male,independents,1060,700394
Bihar,1980,JHANJHARPUR,GEN,Hare Ram Singh,Male,independents,1616,700394
Bihar,1980,JHANJHARPUR,GEN,Lekha Nand Jha,Male,independents,1718,700394
Bihar,1980,JHANJHARPUR,GEN,Ras Lal Yadav,Male,independents,1964,700394
Bihar,1980,JHANJHARPUR,GEN,Gangadhar Mandal,Male,independents,3524,700394
Bihar,1980,JHANJHARPUR,GEN,Kameshwari Devi,Female,janta_party,84135,700394
Bihar,1980,JHANJHARPUR,GEN,Jagannath Mishra,Male,indian_natioanl_congress_(i),157227,700394
Uttar Pradesh,1980,JHANJHARPUR,GEN,Dhanik Lal Mandal,Male,janta_party_(secular),202710,700394
Bihar,1980,DARBHANGA,GEN,Darwari Lal Kewat,Male,independents,846,732217
Bihar,1980,DARBHANGA,GEN,Serva Narain Choudhary,Male,independents,1081,732217
Bihar,1980,DARBHANGA,GEN,Harish Chandra Mishra,Male,independents,1157,732217
Bihar,1980,DARBHANGA,GEN,Sheikh Suab,Male,independents,1198,732217
Bihar,1980,DARBHANGA,GEN,Surya Mahaseth,Male,independents,1218,732217
Bihar,1980,DARBHANGA,GEN,Mokim,Male,independents,1386,732217
Bihar,1980,DARBHANGA,GEN,Bhupendra Choudhary,Male,independents,2098,732217
Bihar,1980,DARBHANGA,GEN,Dinraj Sandilya,Male,independents,3396,732217
Bihar,1980,DARBHANGA,GEN,Surendra Jha Suman,Male,janta_party,63004,732217
Bihar,1980,DARBHANGA,GEN,Hukmdeo Narayan Yadav,Male,janta_party_(secular),167383,732217
Bihar,1980,DARBHANGA,GEN,Hari Nath Mishra,Male,indian_natioanl_congress_(i),225584,732217
Bihar,1980,ROSERA,GEN,Rama Ram,Male,independents,1678,743904
Bihar,1980,ROSERA,SC,Bhandari Paswan,Male,independents,2580,743904
Uttar Pradesh,1980,ROSERA,SC,Shankar Choudhary,Male,independents,3138,743904
Bihar,1980,ROSERA,SC,Yogeshwar Paswan,Male,janta_party,30211,743904
Bihar,1980,ROSERA,SC,Ram Sewak Hazari,Male,janta_party_(secular),203212,743904
Bihar,1980,ROSERA,SC,Baleshwar Ram,Male,indian_natioanl_congress_(i),222607,743904
Bihar,1980,SAMASTIPUR,GEN,Jagdish Prasad Rai,Male,independents,473,849825
Bihar,1980,BELGAUM,GEN,Mahabir Choubey,Male,independents,698,849825
Bihar,1980,SAMASTIPUR,GEN,Kira Moch,Male,independents,1012,849825
Bihar,1980,SAMASTIPUR,GEN,Nazir Mian,Male,independents,1111,849825
Bihar,1980,SAMASTIPUR,GEN,Jagannath Poddar,Male,independents,1742,849825
Bihar,1980,SAMASTIPUR,GEN,Maheshwar Das,Male,independents,1831,849825
Bihar,1980,SAMASTIPUR,GEN,Badri Narain Poddar,Male,independents,2287,849825
Bihar,1980,SAMASTIPUR,GEN,Bhikhar Mahto,Male,independents,2552,849825
Bihar,1980,BELGAUM,GEN,Kameshwar Prasad Thakur,Male,independents,3110,849825
Bihar,1980,SAMASTIPUR,GEN,Umadhar Singh,Male,independents,13151,849825
Bihar,1980,SAMASTIPUR,GEN,Kailashpati Singh,Male,janta_party,55245,849825
Bihar,1980,SAMASTIPUR,GEN,Ajit Kumar Mehta,Male,janta_party_(secular),236436,849825
Bihar,1980,BARH,GEN,Vinod Rabidas,Male,independents,570,780459
Bihar,1980,BARH,GEN,Satyadeo Prasad,Male,independents,714,780459
Bihar,1980,BARH,GEN,Taneshwar Prasad,Male,independents,1330,780459
Bihar,1980,BARH,GEN,Ajit Kumar Sinha,Male,independents,1468,780459
Bihar,1980,BARH,GEN,Sitaram Paswan,Male,independents,1577,780459
Bihar,1980,BARH,GEN,Unknown,Male,republican_party_of_india,1863,780459
Bihar,1980,BARH,GEN,Deo Kumar Singh,Male,independents,1956,780459
Bihar,1980,BARH,GEN,Lakshmi Narayan Prasad,Male,independents,2019,780459
Bihar,1980,BARH,GEN,Vrahmdeo Prasad,Male,independents,3018,780459
Bihar,1980,BARH,GEN,Nepali Gope,Male,independents,3387,780459
Bihar,1980,BARH,GEN,Vijayanand Puri,Male,independents,5449,780459
Bihar,1980,BARH,GEN,Ram Raj Prasad Singh,Male,indian_natioanl_congress_(i),102566,780459
Bihar,1980,BARH,GEN,Kamla Devi,Female,janta_party,160801,780459
Bihar,1980,BARH,GEN,Unknown,Male,indian_national_congress_(u),192407,780459
Bihar,1980,BALIA,GEN,Vijay Shankar Tanti,Male,independents,1573,714492
Bihar,1980,BALIA,GEN,Safique,Male,independents,1800,714492
Bihar,1980,BALIA,GEN,Hasan,Male,independents,2018,714492
Bihar,1980,BALIA,GEN,Asharfi Yadav,Male,Independent,2151,714492
Bihar,1980,BALIA,GEN,Parmanand Prasad Das,Male,independents,7590,714492
Bihar,1980,BELGAUM,GEN,Ramji Sahni,Male,independents,8002,714492
Bihar,1980,BALIA,GEN,Banarsi Prasad Singh,Male,janta_party,30124,714492
Bihar,1980,BALIA,GEN,Ramjiwan Singh,Male,janta_party_(secular),66069,714492
Bihar,1980,BALIA,GEN,Chandrabhanu Devi,Female,indian_natioanl_congress_(i),129770,714492
Bihar,1980,BALIA,GEN,Surya Narayan Singh,Male,communist_party_of_india,131670,714492
Bihar,1980,SAHARSA,GEN,Ram Prabodh Rai,Male,independents,2077,803843
Bihar,1980,SAHARSA,GEN,Musahru Choudhary,Male,independents,3822,803843
Bihar,1980,SAHARSA,GEN,Thako Sada,Male,independents,4141,803843
Bihar,1980,SAHARSA,GEN,Chandeshwar Sah,Male,independents,6407,803843
Bihar,1980,SAHARSA,GEN,Raj Kumar Sharma,Male,independents,12842,803843
Bihar,1980,SAHARSA,GEN,Mohammad Hayat Ali,Male,janta_party,70690,803843
Bihar,1980,SAHARSA,GEN,Vinayak Pd. Yadav,Male,janta_party_(secular),194082,803843
Bihar,1980,MADHEPURA,GEN,Shashi Shekhar Yadav,Male,independents,627,746552
Bihar,1980,MADHEPURA,GEN,Md. Jakir Hussain,Male,independents,1058,746552
Bihar,1980,MADHEPURA,GEN,Chandra Nr. Yadav,Male,independents,5875,746552
Bihar,1980,MADHEPURA,GEN,Narmadeshwar Prasad Mandal,Male,independents,6649,746552
Bihar,1980,BELGAUM,GEN,Brijnandan Mahraj,Male,independents,9244,746552
Bihar,1980,MADHEPURA,GEN,Bindhyeshwari Pd. Mandal,Male,janta_party,59424,746552
Bihar,1980,MADHEPURA,GEN,Ramendra Kumar Yadav Ravi,Male,indian_natioanl_congress_(i),146524,746552
Bihar,1980,MADHEPURA,GEN,Rajendra Pd. Yadav,Male,indian_national_congress_(u),204022,746552
Bihar,1980,ARARIA,SC,Anuplal Paswan,Male,independents,2521,702757
Bihar,1980,ARARIA,SC,Lakshmi N. Ram,Male,independents,3085,702757
Bihar,1980,ARARIA,SC,Mahendra Narayan Sardar,Male,janta_party,58390,702757
Bihar,1980,ARARIA,SC,Nawal Kishore Bharti,Male,Independent,126485,702757
Bihar,1980,ARARIA,SC,Dumar Lal Baitha,Male,indian_natioanl_congress_(i),189309,702757
Bihar,1980,KISHANGANJ,GEN,Firoz Hasan,Male,Independent,1071,702809
Bihar,1980,KISHANGANJ,GEN,Ku. Udai Bhanu Roy,Male,independents,1719,702809
Bihar,1980,KISHANGANJ,GEN,Santosh Kumar Ghosh,Male,independents,1865,702809
Bihar,1980,KISHANGANJ,GEN,Unknown,Male,independents,3481,702809
Bihar,1980,KISHANGANJ,GEN,Jogeshwar Dome,Male,independents,4324,702809
Bihar,1980,KISHANGANJ,GEN,Khalilur Rahaman,Male,janta_party_(secular),60039,702809
Bihar,1980,KISHANGANJ,GEN,Unknown,Male,janta_party,71613,702809
Bihar,1980,PURNEA,GEN,Ram Kisan Pd. Sah,Male,independents,869,686099
Bihar,1980,PURNEA,GEN,Munshi Muram,Male,independents,1034,686099
Bihar,1980,PURNEA,GEN,Asgar Alam,Male,independents,1157,686099
Bihar,1980,PURNEA,GEN,Vishwanath Agrawal,Male,independents,1680,686099
Bihar,1980,BELGAUM,GEN,Uma Kant Singh,Male,independents,3913,686099
Bihar,1980,PURNEA,GEN,Triveni Singh,Male,independents,4563,686099
Bihar,1980,PURNEA,GEN,Lakhanlal Kapoor,Male,janta_party,53233,686099
Bihar,1980,PURNEA,GEN,Niyanand Arya,Male,janta_party_(secular),101066,686099
Bihar,1980,PURNEA,GEN,Madhuri Singh,Female,indian_natioanl_congress_(i),163022,686099
Uttar Pradesh,1980,KATIHAR,GEN,Ibrahim,Male,independents,421,612145
Bihar,1980,KATIHAR,GEN,Comrade Kumar,Male,independents,3796,612145
Bihar,1980,KATIHAR,GEN,Suryadeo Singh,Male,independents,8970,612145
Bihar,1980,KATIHAR,GEN,Satya Narain Biswas,Male,indian_national_congress_(u),11218,612145
Bihar,1980,KATIHAR,GEN,Subodh Rai,Male,communist_party_of_india_(marxist),18170,612145
Bihar,1980,KATIHAR,GEN,Sayed Zabir Hussain,Male,janta_party_(secular),29351,612145
Bihar,1980,KATIHAR,GEN,Yuvraj,Male,Independent,99943,612145
Bihar,1980,KATIHAR,GEN,Shah Tarique Anwar,Male,indian_natioanl_congress_(i),138099,612145
Bihar,1980,RAJMAHAL,GEN,Narayan Tudu,Male,independents,2341,629351
Bihar,1980,RAJMAHAL,ST,Bhagat Murmu,Male,independents,2623,629351
Bihar,1980,RAJMAHAL,ST,Masih Soren,Male,independents,6923,629351
Bihar,1980,RAJMAHAL,ST,Dhanai Kisku,Male,independents,44629,629351
Bihar,1980,RAJMAHAL,ST,Palu Hasda,Male,janta_party,49471,629351
Bihar,1980,RAJMAHAL,GEN,Seth Hemrem,Male,indian_natioanl_congress_(i),89661,629351
Bihar,1980,DUMKA,ST,Bengamintudu,Male,jharkhand_party,4584,645270
Bihar,1980,DUMKA,ST,Satrudhan Besra,Male,communist_party_of_india,36246,645270
Bihar,1980,DUMKA,GEN,Batehswar Hemborom,Male,janta_party,37084,645270
Bihar,1980,DUMKA,ST,Unknown,Male,indian_natioanl_congress_(i),108647,645270
Bihar,1980,BELGAUM,ST,Shibu Siren,Male,independents,112160,645270
Bihar,1980,GODDA,GEN,S. M. Asif,Male,independents,1101,711384
Bihar,1980,GODDA,GEN,Yasoda Dulal Sinha,Male,independents,1232,711384
Bihar,1980,GODDA,GEN,Bannalal Khemani,Male,jharkhand_party,1669,711384
Bihar,1980,GODDA,GEN,Unknown,Male,independents,1882,711384
Bihar,1980,GODDA,GEN,Baikunth Jha,Male,Independent,4268,711384
Bihar,1980,GODDA,GEN,Shambhu Sharan Singh,Male,independents,5518,711384
Bihar,1980,GODDA,GEN,Kamla Kant Sinha,Male,janta_party_(secular),17229,711384
Bihar,1980,GODDA,GEN,Muhammad Jamiruddin,Male,independents,32856,711384
Bihar,1980,GODDA,GEN,Basudeo Yadav,Male,communist_party_of_india,57696,711384
Bihar,1980,GODDA,GEN,Samin Udin,Male,indian_natioanl_congress_(i),127223,711384
Bihar,1980,BANKA,GEN,Sahim Khan,Male,independents,2983,690997
Bihar,1980,BANKA,GEN,Rama Nand Singh,Male,independents,3027,690997
Bihar,1980,BANKA,GEN,Bhubaneshwar Pande,Male,independents,4637,690997
Bihar,1980,BANKA,GEN,Sailendra Jha,Male,independents,5722,690997
Bihar,1980,BANKA,GEN,Janardan Yadav,Male,janta_party,58904,690997
Bihar,1980,BANKA,GEN,Limaye Madhu,Male,janta_party_(secular),95358,690997
Bihar,1980,BANKA,GEN,Chandra Shekhar Singh,Male,indian_natioanl_congress_(i),171781,690997
Bihar,1980,BHAGALPUR,GEN,Abdul Rahman,Male,independents,1405,774045
Bihar,1980,BHAGALPUR,GEN,Udish Pd. Ram,Male,independents,2124,774045
Bihar,1980,BHAGALPUR,GEN,Diwkar Jha,Male,independents,2277,774045
Bihar,1980,BHAGALPUR,GEN,Mahendra Singh,Male,independents,2398,774045
Bihar,1980,BHAGALPUR,GEN,Upendra Yadav,Male,independents,6316,774045
Bihar,1980,BHAGALPUR,GEN,Nejam Uddin,Male,independents,16771,774045
Uttar Pradesh,1980,BHAGALPUR,GEN,Rameshwar Lal Tiwari,Male,communist_party_of_india,48119,774045
Bihar,1980,BHAGALPUR,GEN,Ramjee Singh,Male,Independent,61551,774045
Bihar,1980,BHAGALPUR,GEN,Jageshwar Mandal,Male,janta_party_(secular),99310,774045
Bihar,1980,BHAGALPUR,GEN,Bhagwat Jha Azad,Male,indian_natioanl_congress_(i),175995,774045
Bihar,1980,BELGAUM,GEN,Krit Narayan Pyara,Male,independents,2497,713675
Bihar,1980,KHAGARIA,GEN,Unknown,Male,independents,5177,713675
Bihar,1980,KHAGARIA,GEN,Gyaneshhwar Prasad Yadav,Male,janta_party,45942,713675
Bihar,1980,KHAGARIA,GEN,Sumitra Devi,Female,janta_party_(secular),116495,713675
Bihar,1980,KHAGARIA,GEN,Satish Pd. Singh,Male,indian_natioanl_congress_(i),170264,713675
Bihar,1980,MONGHYR,GEN,Parmeshwar Tha. Swa. Jahuri,Male,independents,702,795163
Bihar,1980,MONGHYR,GEN,Unknown,Male,independents,717,795163
Bihar,1980,MONGHYR,GEN,Sakaldeep Singh Sanjivan,Male,independents,759,795163
Bihar,1980,MONGHYR,GEN,Virendra Kuamr Singh,Male,independents,808,795163
Bihar,1980,MONGHYR,GEN,Ashwini Kumar Sharma,Male,independents,2295,795163
Bihar,1980,MONGHYR,GEN,Ajoy Kumar Ghosh,Male,Independent,7639,795163
Bihar,1980,MONGHYR,GEN,Unknown,Male,independents,7832,795163
Bihar,1980,MONGHYR,GEN,Ram Chander Sao,Male,janta_party,99344,795163
Bihar,1980,MONGHYR,GEN,Tarini Prasad Singh,Male,indian_natioanl_congress_(i),138048,795163
Uttar Pradesh,1980,MONGHYR,GEN,Devendra Prasad Yadav,Male,indian_national_congress_(u),202181,795163
Bihar,1980,BEGUSARAI,GEN,Vinod Rabidas,Male,independents,1165,772911
Bihar,1980,BEGUSARAI,GEN,Bhagwan Prasad Singh,Male,independents,1740,772911
Bihar,1980,BEGUSARAI,GEN,Yogendra Singh,Male,independents,1964,772911
Bihar,1980,BEGUSARAI,GEN,Jagdish Mistry,Male,independents,2576,772911
Bihar,1980,BEGUSARAI,GEN,Ramkhelawan Rajak,Male,independents,3641,772911
Bihar,1980,BEGUSARAI,GEN,Dawar Hussain,Male,independents,3757,772911
Bihar,1980,BEGUSARAI,GEN,Rajendra Chauhan,Male,independents,8226,772911
Bihar,1980,BEGUSARAI,GEN,Kapildeo Narayan Singh,Male,janta_party,57838,772911
Bihar,1980,BEGUSARAI,GEN,Krishna Shahi,Female,indian_natioanl_congress_(i),272234,772911
Bihar,1980,NALANDA,GEN,Bodh Narayan Prasad,Male,independents,1095,818349
Bihar,1980,NALANDA,GEN,Vijayanand Prasad,Male,independents,1271,818349
Bihar,1980,NALANDA,GEN,Rashosh,Male,independents,4497,818349
Bihar,1980,NALANDA,GEN,Virendra Prasad,Male,janta_party,56896,818349
Bihar,1980,NALANDA,GEN,Ram Sharan Prasad Singh,Male,indian_natioanl_congress_(i),117433,818349
Bihar,1980,NALANDA,GEN,Sidheshwar Prasad,Male,indian_national_congress_(u),136358,818349
Bihar,1980,NALANDA,GEN,Vijay Kumar Yadav,Male,communist_party_of_india,198959,818349
Bihar,1980,PATNA,GEN,Subhash Chandra Mehta,Male,independents,85,895002
Bihar,1980,PATNA,GEN,Sunil Kumar Chatterjee,Male,independents,185,895002
Bihar,1980,PATNA,GEN,Vijay Kumar Singh,Male,independents,201,895002
Bihar,1980,PATNA,GEN,"Sao, Rajendra",Male,independents,202,895002
Bihar,1980,PATNA,GEN,Vijay Kumar,Male,independents,207,895002
Bihar,1980,PATNA,GEN,Raji Ranjan,Male,independents,250,895002
Bihar,1980,PATNA,GEN,Sachidanand Sahay,Male,independents,282,895002
Bihar,1980,PATNA,GEN,Panna Lal Gupta,Male,Independent,340,895002
Bihar,1980,PATNA,GEN,Awadhesh Kumar Yadav,Male,independents,391,895002
Uttar Pradesh,1980,PATNA,GEN,Ripudaman Pd. Singh,Male,independents,393,895002
Bihar,1980,PATNA,GEN,Vinod Kumar Sinha,Male,shoshit_samaj_dal_(akhil_bharatiya),415,895002
Bihar,1980,PATNA,GEN,Rakshpal N. K.,Male,independents,435,895002
Bihar,1980,PATNA,GEN,Bholanath Choudhary,Male,independents,473,895002
Bihar,1980,PATNA,GEN,Kamal Narayan Choudhary,Male,independents,488,895002
Bihar,1980,PATNA,GEN,"Rai, Rajendra",Male,independents,693,895002
Bihar,1980,PATNA,GEN,Yogeshwar Prasad Singh,Male,independents,749,895002
Bihar,1980,PATNA,GEN,Sadhya B. C.,Male,all_india_forward_block,974,895002
Bihar,1980,PATNA,GEN,Nawal Kishore Prasad Singh,Male,Independent,1115,895002
Bihar,1980,PATNA,GEN,Matinul Haque,Male,independents,1325,895002
Bihar,1980,PATNA,GEN,Jayanti Yadav,Male,independents,1453,895002
Bihar,1980,PATNA,GEN,Unknown,Male,independents,1945,895002
Bihar,1980,PATNA,GEN,Shiv Nandan Prasad,Male,independents,3091,895002
Bihar,1980,PATNA,GEN,Ram Pukar Verma,Male,independents,5587,895002
Bihar,1980,PATNA,GEN,Lalita Narayan,Female,indian_natioanl_congress_(i),82593,895002
Bihar,1980,PATNA,GEN,Mahamaya Pd. Sinha,Male,janta_party,146877,895002
Bihar,1980,ARRAH,GEN,Ram Chandra Singh,Male,independents,442,829450
Uttar Pradesh,1980,ARRAH,GEN,Ram Nagina Ram,Male,independents,462,829450
Bihar,1980,ARRAH,GEN,Vindesh Chandra Pandey,Male,independents,826,829450
Bihar,1980,ARRAH,GEN,Mahesh Singh,Male,independents,1129,829450
Bihar,1980,ARRAH,GEN,Sheo Prasad Singh,Male,independents,1361,829450
Bihar,1980,BELGAUM,GEN,Krishna Kuamr Pandey,Male,akhil_bharatiya_ramrajya_parishad,1364,829450
Bihar,1980,ARRAH,GEN,Kishori Ram,Male,independents,1506,829450
Bihar,1980,ARRAH,GEN,Rajniti Prasad,Male,independents,2113,829450
Bihar,1980,ARRAH,GEN,Rama Kant Pandey,Male,independents,2435,829450
Bihar,1980,ARRAH,GEN,Ram Subhag Singh,Male,independents,15183,829450
Bihar,1980,ARRAH,GEN,Budhdeo Singh,Male,indian_natioanl_congress_(i),74659,829450
Bihar,1980,ARRAH,GEN,Imamul Hai Khan,Male,janta_party,149584,829450
Bihar,1980,ARRAH,GEN,Chandradeo Prasad Verma,Male,janta_party_(secular),158533,829450
Bihar,1980,BUXAR,GEN,Kedar Nath Mishra,Male,independents,480,792731
Bihar,1980,BUXAR,GEN,Vishun Dhari Harijan,Male,independents,654,792731
Bihar,1980,BUXAR,GEN,Shah Basi Ahmed,Male,independents,683,792731
Bihar,1980,BUXAR,GEN,Sheo Nath Pande,Male,independents,699,792731
Bihar,1980,BUXAR,GEN,Jag Nath Prasad Keshari,Male,independents,722,792731
Bihar,1980,BUXAR,GEN,Unknown,Male,independents,949,792731
Bihar,1980,BUXAR,GEN,Vinay Kumar Chaudhari,Male,independents,1346,792731
Bihar,1980,BUXAR,GEN,Biswa Nath Pandey,Male,independents,1467,792731
Bihar,1980,BUXAR,GEN,Jagat Narayan Pathak,Male,independents,1544,792731
Bihar,1980,BUXAR,GEN,Barma Nand Yadav,Male,bharatiya_socialist_party,1701,792731
Bihar,1980,BUXAR,GEN,Ram Nath Gautam,Male,independents,3407,792731
Bihar,1980,BUXAR,GEN,Tarkeshwar Nath Pathak,Male,independents,3584,792731
Bihar,1980,BUXAR,GEN,Rajendra Mohan Verma,Male,independents,4159,792731
Bihar,1980,BUXAR,GEN,Ranjit Singh,Male,independents,5824,792731
Bihar,1980,BELGAUM,GEN,Rama Nand Tiwari,Male,janta_party,88224,792731
Bihar,1980,BUXAR,GEN,Suraj Prasad,Male,communist_party_of_india,102275,792731
Bihar,1980,BUXAR,GEN,K. K. Tiwari,Male,indian_natioanl_congress_(i),133999,792731
Bihar,1980,SASARAM,SC,Atirajo Devi,Female,independents,1511,751039
Bihar,1980,SASARAM,SC,R. V. Paswan,Male,shoshit_samaj_dal_(akhil_bharatiya),1530,751039
Bihar,1980,SASARAM,SC,Lakshman Ram,Male,independents,2401,751039
Bihar,1980,SASARAM,SC,Ram Prasad Das,Male,independents,4640,751039
Bihar,1980,SASARAM,SC,Daya Shankar Ram,Male,independents,6928,751039
Bihar,1980,SASARAM,SC,Shiva Nandan Paswan,Male,Independent,80516,751039
Bihar,1980,SASARAM,SC,Mahabir Paswan,Male,indian_natioanl_congress_(i),118037,751039
Bihar,1980,BIKRAMGANJ,GEN,Ram Nagina Singh,Male,independents,347,787636
Bihar,1980,BIKRAMGANJ,GEN,Vrijnandan Singh,Male,independents,1175,787636
Bihar,1980,BIKRAMGANJ,GEN,Sonapati Chaudhry,Male,independents,1925,787636
Bihar,1980,BIKRAMGANJ,GEN,Udai Prasad,Male,independents,2030,787636
Bihar,1980,BIKRAMGANJ,GEN,Lakshman Chaudhari,Male,independents,5535,787636
Bihar,1980,BIKRAMGANJ,GEN,Munshi Singh,Male,janta_party,106716,787636
Bihar,1980,BIKRAMGANJ,GEN,Ram Awdhesh Singh,Male,janta_party_(secular),142885,787636
Bihar,1980,BIKRAMGANJ,GEN,Tapeshwar Singh,Male,indian_natioanl_congress_(i),164271,787636
Bihar,1980,AURANGABAD,GEN,Ramayan Roy,Male,independents,621,758576
Bihar,1980,AURANGABAD,GEN,Anup Narain,Male,independents,719,758576
Bihar,1980,AURANGABAD,GEN,Harihar Singh,Male,independents,1520,758576
Bihar,1980,AURANGABAD,GEN,Lalloo Prasad Singh,Male,independents,1919,758576
Bihar,1980,AURANGABAD,GEN,Ram Bali Singh,Male,independents,2470,758576
Bihar,1980,AURANGABAD,GEN,Ghura Ram,Male,independents,3568,758576
Bihar,1980,AURANGABAD,GEN,Ram Karan Mahto,Male,shoshit_samaj_dal_(akhil_bharatiya),10685,758576
Bihar,1980,AURANGABAD,GEN,Awadh Singh,Male,janta_party_(secular),47382,758576
Bihar,1980,AURANGABAD,GEN,Sidhnath Singh,Male,indian_natioanl_congress_(i),103532,758576
Bihar,1980,AURANGABAD,GEN,Satyendra Narain Singh,Male,janta_party,278361,758576
Bihar,1980,JAHANABAD,GEN,Akhilesh Sharma,Male,independents,361,863650
Bihar,1980,JAHANABAD,GEN,Ram Jatan Prasad,Male,independents,554,863650
Bihar,1980,JAHANABAD,GEN,Ramanand Prasad Mochi,Male,Independent,633,863650
Bihar,1980,JAHANABAD,GEN,Jagannath Acharya,Male,independents,1323,863650
Uttar Pradesh,1980,JAHANABAD,GEN,Ganesh Prasad Singh,Male,independents,1456,863650
Bihar,1980,JAHANABAD,GEN,Shankar Prasad Singh,Male,independents,2184,863650
Bihar,1980,JAHANABAD,GEN,Hari Lal Prasad Sinha,Male,janta_party,54456,863650
Bihar,1980,JAHANABAD,GEN,Brajnandan Sahay,Male,independents,66013,863650
Bihar,1980,JAHANABAD,GEN,Chandra Shekhar Singh,Male,communist_party_of_india,203804,863650
Bihar,1980,JAHANABAD,GEN,Mahendara Prasad,Male,indian_natioanl_congress_(i),231946,863650
Bihar,1980,NAWADA,SC,Anal Prakash Das,Male,independents,503,850367
Bihar,1980,NAWADA,SC,Ramjee Mochi,Male,independents,602,850367
Bihar,1980,NAWADA,SC,Sukhdeo Ram,Male,independents,869,850367
Bihar,1980,NAWADA,SC,Ramdeo Arya,Male,independents,1105,850367
Bihar,1980,NAWADA,SC,Dhaneshwari Devi,Female,independents,4826,850367
Bihar,1980,NAWADA,SC,Lal Bahadur Ram Azad,Male,independents,5520,850367
Bihar,1980,NAWADA,SC,Nathuni Ram,Male,janta_party,108564,850367
Bihar,1980,NAWADA,SC,Prem Pradeep,Male,communist_party_of_india_(marxist),127549,850367
